COMPOUND,YEAR,STATE_CODE,COUNTY_CODE,LOW_ESTIMATE,HIGH_ESTIMATE,COUNTY,STATE
Tefluthrin,2014,23,001,1.4,1.9,Rote Ndao,Nusa Tenggara Timur
Tefluthrin,2014,23,003,0.5,0.7,Alor,Nusa Tenggara Timur
Tefluthrin,2014,23,005,0.3,0.5,Manggarai,Nusa Tenggara Timur
Tefluthrin,2014,23,007,0.1,0.2,Kupang,Nusa Tenggara Timur
Tefluthrin,2014,23,011,3.1,4.4,Timor Tengah Selatan,Nusa Tenggara Timur
Tefluthrin,2014,23,017,0.5,0.7,Timor Tengah Utara,Nusa Tenggara Timur
Tefluthrin,2014,23,019,5.8,8.2,Sikka,Nusa Tenggara Timur
Tefluthrin,2014,23,021,1.0,1.4,Flores Timur,Nusa Tenggara Timur
Tefluthrin,2014,24,001,,13.2,Ketapang,Kalimantan Barat
Tefluthrin,2014,24,005,,20.8,Sanggau,Kalimantan Barat
Tefluthrin,2014,24,013,,32.3,Sambas,Kalimantan Barat
Tefluthrin,2014,24,015,,21.1,Melawi,Kalimantan Barat
Tefluthrin,2014,24,023,,92.2,Sintang,Kalimantan Barat
Tefluthrin,2014,24,029,,40.4,Mempawah,Kalimantan Barat
Tefluthrin,2014,24,031,,10.5,Singkawang,Kalimantan Barat
Tefluthrin,2014,25,001,,0.8,Barito Utara,Kalimantan Tengah
Tefluthrin,2014,25,003,1.7,4.0,Seruyan,Kalimantan Tengah
Tefluthrin,2014,25,005,1.0,9.5,Barito Selatan,Kalimantan Tengah
Tefluthrin,2014,25,007,0.0,0.2,Pulang Pisau,Kalimantan Tengah
Tefluthrin,2014,25,009,0.4,4.4,Lamandau,Kalimantan Tengah
Tefluthrin,2014,25,011,1.9,13.5,Kapuas,Kalimantan Tengah
Tefluthrin,2014,25,023,0.3,4.5,Katingan,Kalimantan Tengah
Tefluthrin,2014,25,027,1.2,8.2,Palangka Raya,Kalimantan Tengah
Tefluthrin,2014,26,001,,12.8,Hulu Sungai Selatan,Kalimantan Selatan
Tefluthrin,2014,26,003,,1.0,Tanah Laut,Kalimantan Selatan
Tefluthrin,2014,26,005,,22.4,Hulu Sungai Utara,Kalimantan Selatan
Tefluthrin,2014,26,009,,12.5,Hulu Sungai Tengah,Kalimantan Selatan
Tefluthrin,2014,26,015,10.6,11.3,Kotabaru,Kalimantan Selatan
Tefluthrin,2014,26,017,,17.4,Tapin,Kalimantan Selatan
Tefluthrin,2014,26,027,,21.1,Banjarbaru,Kalimantan Selatan
Tefluthrin,2014,26,031,,6.4,Tanah Bumbu,Kalimantan Selatan
Tefluthrin,2014,26,037,19.0,20.5,Banjarmasin,Kalimantan Selatan
Tefluthrin,2014,26,069,,20.0,Barito Kuala,Kalimantan Selatan
Tefluthrin,2014,27,001,,5.6,Kutai Barat,Kalimantan Timur
Tefluthrin,2014,27,003,,22.3,Samarinda,Kalimantan Timur
Tefluthrin,2014,27,005,0.1,125.9,Kutai Timur,Kalimantan Timur
Tefluthrin,2014,27,009,,111.7,Mahakam Ulu,Kalimantan Timur
Tefluthrin,2014,27,011,,103.6,Bontang,Kalimantan Timur
Tefluthrin,2014,27,013,450.1,450.1,Paser,Kalimantan Timur
Tefluthrin,2014,27,015,488.9,488.9,Penajam Paser Utara,Kalimantan Timur
Tefluthrin,2014,27,017,,3.0,Kutai Kartanegara,Kalimantan Timur
Tefluthrin,2014,27,033,193.2,193.2,Balikpapan,Kalimantan Timur
Tefluthrin,2014,29,001,,39.2,Bitung,Sulawesi Utara
Tefluthrin,2014,29,003,0.7,121.6,Tomohon,Sulawesi Utara
Tefluthrin,2014,29,013,,135.1,Kepulauan Talaud,Sulawesi Utara
Tefluthrin,2014,29,017,,110.5,Kepulauan Sangihe,Sulawesi Utara
Tefluthrin,2014,29,019,,233.4,Bolaang Mongondow Selatan,Sulawesi Utara
Tefluthrin,2014,29,023,,254.4,Minahasa Utara,Sulawesi Utara
Tefluthrin,2014,29,031,,362.6,Manado,Sulawesi Utara
Tefluthrin,2014,29,065,,1.6,Bolaang Mongondow Timur,Sulawesi Utara
Tefluthrin,2014,29,095,,43.7,Minahasa Selatan,Sulawesi Utara
Tefluthrin,2014,30,019,,0.8,Toli-Toli,Sulawesi Tengah
Tefluthrin,2014,31,001,,229.9,Luwu Utara,Sulawesi Selatan
Tefluthrin,2014,31,003,58.9,58.9,Makassar,Sulawesi Selatan
Tefluthrin,2014,31,007,,62.9,Bone,Sulawesi Selatan
Tefluthrin,2014,31,011,56.2,56.2,Sidenreng Rappang,Sulawesi Selatan
Tefluthrin,2014,31,015,,12.5,Barru,Sulawesi Selatan
Tefluthrin,2014,31,017,,21.9,Pinrang,Sulawesi Selatan
Tefluthrin,2014,31,021,38.7,38.7,Enrekang,Sulawesi Selatan
Tefluthrin,2014,31,023,0.0,123.0,Takalar,Sulawesi Selatan
Tefluthrin,2014,31,025,0.0,101.2,Bulukumba,Sulawesi Selatan
Tefluthrin,2014,31,027,64.5,64.5,Parepare,Sulawesi Selatan
Tefluthrin,2014,31,029,,341.4,Pangkep,Sulawesi Selatan
Tefluthrin,2014,31,031,,12.6,Luwu Timur,Sulawesi Selatan
Tefluthrin,2014,31,039,57.5,57.5,Jeneponto,Sulawesi Selatan
Tefluthrin,2014,31,043,19.5,19.5,Palopo,Sulawesi Selatan
Tefluthrin,2014,31,047,269.6,269.6,Maros,Sulawesi Selatan
Tefluthrin,2014,31,049,,74.4,Gowa,Sulawesi Selatan
Tefluthrin,2014,31,069,,79.2,Luwu,Sulawesi Selatan
Tefluthrin,2014,31,145,,167.8,Tana Toraja,Sulawesi Selatan
Tefluthrin,2014,31,177,0.2,70.7,Sinjai,Sulawesi Selatan
Tefluthrin,2014,33,001,0.2,0.3,Gorontalo,Gorontalo
Tefluthrin,2014,33,003,0.2,0.3,Pohuwato,Gorontalo
Tefluthrin,2014,33,005,0.9,1.3,Boalemo,Gorontalo
Tefluthrin,2014,33,007,1.1,1.5,Bone Bolango,Gorontalo
Tefluthrin,2014,33,015,0.2,0.3,Gorontalo Utara,Gorontalo
Tefluthrin,2014,34,001,1.0,8.4,Mamasa,Sulawesi Barat
Tefluthrin,2014,34,003,,0.3,Mamuju,Sulawesi Barat
Tefluthrin,2014,34,005,30.4,30.4,Pasangkayu,Sulawesi Barat
Tefluthrin,2014,34,009,0.2,1.4,Majene,Sulawesi Barat
Tefluthrin,2014,34,013,,0.1,Polewali Mandar,Sulawesi Barat
Tefluthrin,2014,35,005,,16.5,Tual,Maluku
Tefluthrin,2014,35,009,,29.1,Seram Bagian Barat,Maluku
Tefluthrin,2014,35,013,,8.5,Maluku Utara,Maluku
Tefluthrin,2014,35,015,,6.1,Maluku Tenggara,Maluku
Tefluthrin,2014,36,001,,5.9,Morotai,Maluku Utara
Tefluthrin,2014,36,003,0.9,2.4,Halmahera Timur,Maluku Utara
Tefluthrin,2014,36,007,,1.2,Tidore,Maluku Utara
Tefluthrin,2014,36,013,2.3,5.2,Halmahera Barat,Maluku Utara
Tefluthrin,2014,36,017,0.5,1.8,Ternate,Maluku Utara
Tefluthrin,2014,36,021,,6.5,Kepulauan Sula,Maluku Utara
Tefluthrin,2014,36,027,,8.0,Halmahera Selatan,Maluku Utara
Tefluthrin,2014,36,049,,22.9,Halmahera Tengah,Maluku Utara
Tefluthrin,2014,37,005,,47.6,Pegunungan Bintang,Papua
Tefluthrin,2014,37,011,,0.9,Sarmi,Papua
Tefluthrin,2014,37,021,,26.3,Mimika,Papua
Tefluthrin,2014,37,023,,16.9,Merauke,Papua
Tefluthrin,2014,37,027,,17.9,Keerom,Papua
Tefluthrin,2014,38,001,,17.9,Teluk Bintuni,Papua Barat
Tefluthrin,2014,38,007,,1.6,Manokwari,Papua Barat
Tefluthrin,2014,38,015,,42.2,Raja Ampat,Papua Barat
Tefluthrin,2014,38,031,,46.2,Sorong,Papua Barat
Tefluthrin,2014,38,035,,63.3,Tambrauw,Papua Barat
Tefluthrin,2014,39,003,37.7,39.5,Boven Digoel,Papua Selatan
Tefluthrin,2014,39,025,,195.7,Mappi,Papua Selatan
Tembotrione,2014,01,001,,8.7,Gayo Lues,Aceh
Tembotrione,2014,01,003,,24.0,Aceh Singkil,Aceh
Tembotrione,2014,01,005,,8.2,Aceh Besar,Aceh
Tembotrione,2014,01,007,,0.1,Bireuen,Aceh
Tembotrione,2014,01,011,,4.3,Aceh Barat,Aceh
Tembotrione,2014,01,015,,0.8,Aceh Barat Daya,Aceh
Tembotrione,2014,01,017,,0.3,Aceh Selatan,Aceh
Tembotrione,2014,01,019,,1.7,Aceh Tamiang,Aceh
Tembotrione,2014,01,021,,0.2,Lhokseumawe,Aceh
Tembotrione,2014,01,023,,0.3,Pidie Jaya,Aceh
Tembotrione,2014,01,025,,0.3,Subulussalam,Aceh
Tembotrione,2014,01,041,,8.9,Aceh Jaya,Aceh
Tembotrione,2014,01,055,,1.8,Nagan Raya,Aceh
Tembotrione,2014,01,065,,5.9,Simeulue,Aceh
Tembotrione,2014,01,067,,13.3,Pidie,Aceh
Tembotrione,2014,01,097,,12.5,Langsa,Aceh
Tembotrione,2014,01,101,,21.8,Bener Meriah,Aceh
Tembotrione,2014,05,001,,212.6,Kepulauan Meranti,Riau
Tembotrione,2014,05,003,17.6,17.6,Dumai,Riau
Tembotrione,2014,05,005,,0.0,Indragiri Hulu,Riau
Tembotrione,2014,05,015,0.7,0.7,Siak,Riau
Tembotrione,2014,05,019,2.0,2.0,Rokan Hulu,Riau
Tembotrione,2014,05,031,177.5,177.5,Pelalawan,Riau
Tembotrione,2014,05,041,24.1,24.1,Bengkalis,Riau
Tembotrione,2014,06,007,1.5,1.5,Merangin,Jambi
Tembotrione,2014,06,013,14.5,14.5,Kota Jambi,Jambi
Tembotrione,2014,06,025,1.3,1.3,Kota Sungai Penuh,Jambi
Tembotrione,2014,08,001,29.4,29.4,Pagar Alam,Sumatera Selatan
Tembotrione,2014,08,005,1.2,1.2,Lahat,Sumatera Selatan
Tembotrione,2014,08,009,,263.7,Musi Rawas,Sumatera Selatan
Tembotrione,2014,08,011,,52.6,Muara Enim,Sumatera Selatan
Tembotrione,2014,08,021,14.9,14.9,Prabumulih,Sumatera Selatan
Tembotrione,2014,08,025,,1.9,Musi Banyuasin,Sumatera Selatan
Tembotrione,2014,08,061,13.2,13.2,Lubuklinggau,Sumatera Selatan
Tembotrione,2014,10,001,,226.4,Way Kanan,Lampung
Tembotrione,2014,10,003,20.6,20.6,Lampung Timur,Lampung
Tembotrione,2014,10,005,,444.2,Bandar Lampung,Lampung
Tembotrione,2014,17,001,268.2,268.2,Banyumas,Jawa Tengah
Tembotrione,2014,17,003,,25.3,Pemalang,Jawa Tengah
Tembotrione,2014,17,005,,123.3,Demak,Jawa Tengah
Tembotrione,2014,17,007,206.5,206.5,Tegal,Jawa Tengah
Tembotrione,2014,17,011,318.5,319.9,Pekalongan,Jawa Tengah
Tembotrione,2014,17,015,167.0,167.8,Cilacap,Jawa Tengah
Tembotrione,2014,17,019,1267.6,1267.6,Karanganyar,Jawa Tengah
Tembotrione,2014,17,027,,251.7,Magelang,Jawa Tengah
Tembotrione,2014,17,029,300.1,300.1,Semarang,Jawa Tengah
Tembotrione,2014,17,031,11.5,11.5,Blora,Jawa Tengah
Tembotrione,2014,17,035,179.3,179.3,Sukoharjo,Jawa Tengah
Tembotrione,2014,17,037,636.4,636.4,Klaten,Jawa Tengah
Tembotrione,2014,17,039,28.5,28.5,Rembang,Jawa Tengah
Tembotrione,2014,17,043,5.6,5.6,Grobogan,Jawa Tengah
Tembotrione,2014,17,049,225.1,225.1,Sragen,Jawa Tengah
Tembotrione,2014,17,053,674.5,674.5,Kebumen,Jawa Tengah
Tembotrione,2014,17,075,1570.2,1570.2,Salatiga,Jawa Tengah
Tembotrione,2014,17,091,866.5,867.2,Kudus,Jawa Tengah
Tembotrione,2014,17,093,243.4,243.4,Wonogiri,Jawa Tengah
Tembotrione,2014,17,117,4.0,332.0,Surakarta (Solo),Jawa Tengah
Tembotrione,2014,17,159,192.1,192.1,Pati,Jawa Tengah
Tembotrione,2014,18,001,38.1,38.1,Yogyakarta,DI Yogyakarta
Tembotrione,2014,18,003,49.5,49.5,Kulon Progo,DI Yogyakarta
Tembotrione,2014,18,005,22.0,22.0,Bantul,DI Yogyakarta
Tembotrione,2014,18,007,,338.6,Gunung Kidul,DI Yogyakarta
Tembotrione,2014,18,037,,123.7,Sleman,DI Yogyakarta
Tembotrione,2014,19,001,74.3,74.3,Trenggalek,Jawa Timur
Tembotrione,2014,19,005,16.8,16.8,Bangkalan,Jawa Timur
Tembotrione,2014,19,007,,31.9,Banyuwangi,Jawa Timur
Tembotrione,2014,19,009,130.8,130.8,Tulungagung,Jawa Timur
Tembotrione,2014,19,011,634.3,634.3,Mojokerto,Jawa Timur
Tembotrione,2014,19,015,179.7,179.7,Jember,Jawa Timur
Tembotrione,2014,19,017,22.2,22.2,Probolinggo,Jawa Timur
Tembotrione,2014,19,021,234.3,234.3,Kediri,Jawa Timur
Tembotrione,2014,19,023,319.1,319.1,Sumenep,Jawa Timur
Tembotrione,2014,19,025,207.9,207.9,Pasuruan,Jawa Timur
Tembotrione,2014,19,027,221.0,221.0,Pamekasan,Jawa Timur
Tembotrione,2014,19,031,496.9,496.9,Bondowoso,Jawa Timur
Tembotrione,2014,19,039,,29.7,Sidoarjo,Jawa Timur
Tembotrione,2014,19,047,242.8,242.8,Malang,Jawa Timur
Tembotrione,2014,19,055,36.8,36.8,Surabaya,Jawa Timur
Tembotrione,2014,19,071,82.8,82.8,Situsbondowoso,Jawa Timur
Tembotrione,2014,19,077,126.7,126.7,Lumajang,Jawa Timur
Tembotrione,2014,19,105,504.5,504.5,Blitar,Jawa Timur
Tembotrione,2014,20,001,,37.5,Serang,Banten
Tembotrione,2014,20,003,,38.3,Lebak,Banten
Tembotrione,2014,20,005,68.7,68.7,Pandeglang,Banten
Tembotrione,2014,20,015,,79.7,Cilegon,Banten
Tembotrione,2014,20,017,,4.8,Tangerang Selatan,Banten
Tembotrione,2014,20,039,,77.9,Tangerang,Banten
Tembotrione,2014,21,001,6.0,6.0,Tabanan,Bali
Tembotrione,2014,21,003,2.4,2.4,Gianyar,Bali
Tembotrione,2014,21,009,18.8,18.8,Bangli,Bali
Tembotrione,2014,21,013,,0.0,Badung,Bali
Tembotrione,2014,21,015,,2.3,Denpasar,Bali
Tembotrione,2014,21,017,,3.6,Buleleng,Bali
Tembotrione,2014,21,023,,1.0,Klungkung,Bali
Tembotrione,2014,21,033,20.5,20.5,Karangasem,Bali
Tembotrione,2014,22,003,0.8,0.8,Sumbawa Barat,Nusa Tenggara Barat
Tembotrione,2014,22,009,,175.4,Lombok Barat,Nusa Tenggara Barat
Tembotrione,2014,22,017,,106.8,Lombok Tengah,Nusa Tenggara Barat
Tembotrione,2014,24,001,,0.6,Ketapang,Kalimantan Barat
Tembotrione,2014,24,005,,22.8,Sanggau,Kalimantan Barat
Tembotrione,2014,24,013,,39.6,Sambas,Kalimantan Barat
Tembotrione,2014,24,015,,28.5,Melawi,Kalimantan Barat
Tembotrione,2014,24,019,,63.4,Pontianak,Kalimantan Barat
Tembotrione,2014,24,023,,4.3,Sintang,Kalimantan Barat
Tembotrione,2014,24,029,,54.5,Mempawah,Kalimantan Barat
Tembotrione,2014,24,031,,12.3,Singkawang,Kalimantan Barat
Tembotrione,2014,24,039,,45.4,Kapuas Hulu,Kalimantan Barat
Tembotrione,2014,25,003,3.2,3.2,Seruyan,Kalimantan Tengah
Tembotrione,2014,25,005,1.9,1.9,Barito Selatan,Kalimantan Tengah
Tembotrione,2014,25,007,0.0,0.0,Pulang Pisau,Kalimantan Tengah
Tembotrione,2014,25,009,0.7,0.7,Lamandau,Kalimantan Tengah
Tembotrione,2014,25,011,3.5,3.5,Kapuas,Kalimantan Tengah
Tembotrione,2014,25,023,0.6,0.6,Katingan,Kalimantan Tengah
Tembotrione,2014,25,027,2.2,2.2,Palangka Raya,Kalimantan Tengah
Tembotrione,2014,26,001,,6.0,Hulu Sungai Selatan,Kalimantan Selatan
Tembotrione,2014,26,003,1.5,1.5,Tanah Laut,Kalimantan Selatan
Tembotrione,2014,26,005,321.5,328.3,Hulu Sungai Utara,Kalimantan Selatan
Tembotrione,2014,26,009,5.3,5.3,Hulu Sungai Tengah,Kalimantan Selatan
Tembotrione,2014,26,015,108.5,108.5,Kotabaru,Kalimantan Selatan
Tembotrione,2014,26,017,132.6,138.5,Tapin,Kalimantan Selatan
Tembotrione,2014,26,027,351.3,353.2,Banjarbaru,Kalimantan Selatan
Tembotrione,2014,26,031,,3.1,Tanah Bumbu,Kalimantan Selatan
Tembotrione,2014,26,037,195.6,195.6,Banjarmasin,Kalimantan Selatan
Tembotrione,2014,26,069,,9.1,Barito Kuala,Kalimantan Selatan
Tembotrione,2014,27,001,11.5,11.5,Kutai Barat,Kalimantan Timur
Tembotrione,2014,27,003,46.0,46.0,Samarinda,Kalimantan Timur
Tembotrione,2014,27,005,446.8,446.8,Kutai Timur,Kalimantan Timur
Tembotrione,2014,27,009,212.5,212.5,Mahakam Ulu,Kalimantan Timur
Tembotrione,2014,27,011,284.8,284.8,Bontang,Kalimantan Timur
Tembotrione,2014,27,013,870.5,870.5,Paser,Kalimantan Timur
Tembotrione,2014,27,015,940.7,940.7,Penajam Paser Utara,Kalimantan Timur
Tembotrione,2014,27,017,6.5,6.5,Kutai Kartanegara,Kalimantan Timur
Tembotrione,2014,27,033,787.2,787.2,Balikpapan,Kalimantan Timur
Tembotrione,2014,28,001,11.6,11.6,Tana Tidung,Kalimantan Utara
Tembotrione,2014,28,003,,67.2,Tanjung Selor,Kalimantan Utara
Tembotrione,2014,28,005,5.0,5.0,Nunukan,Kalimantan Utara
Tembotrione,2014,28,007,,13.9,Malinau,Kalimantan Utara
Tembotrione,2014,28,015,,31.9,Bulungan,Kalimantan Utara
Tembotrione,2014,29,001,,8.7,Bitung,Sulawesi Utara
Tembotrione,2014,29,003,17.5,17.5,Tomohon,Sulawesi Utara
Tembotrione,2014,29,009,48.7,48.7,Kepulauan Siau Tagulandang Biaro,Sulawesi Utara
Tembotrione,2014,29,011,403.5,403.5,Minahasa,Sulawesi Utara
Tembotrione,2014,29,013,37.1,37.1,Kepulauan Talaud,Sulawesi Utara
Tembotrione,2014,29,017,,42.5,Kepulauan Sangihe,Sulawesi Utara
Tembotrione,2014,29,019,8.6,8.6,Bolaang Mongondow Selatan,Sulawesi Utara
Tembotrione,2014,29,023,,64.3,Minahasa Utara,Sulawesi Utara
Tembotrione,2014,29,031,,91.7,Manado,Sulawesi Utara
Tembotrione,2014,29,065,,0.6,Bolaang Mongondow Timur,Sulawesi Utara
Tembotrione,2014,29,095,12.0,12.0,Minahasa Selatan,Sulawesi Utara
Tembotrione,2014,31,001,,515.6,Luwu Utara,Sulawesi Selatan
Tembotrione,2014,31,003,549.2,549.2,Makassar,Sulawesi Selatan
Tembotrione,2014,31,007,,103.1,Bone,Sulawesi Selatan
Tembotrione,2014,31,011,523.7,523.7,Sidenreng Rappang,Sulawesi Selatan
Tembotrione,2014,31,015,,59.2,Barru,Sulawesi Selatan
Tembotrione,2014,31,017,,103.8,Pinrang,Sulawesi Selatan
Tembotrione,2014,31,021,357.9,357.9,Enrekang,Sulawesi Selatan
Tembotrione,2014,31,023,601.8,601.8,Takalar,Sulawesi Selatan
Tembotrione,2014,31,025,495.2,495.2,Bulukumba,Sulawesi Selatan
Tembotrione,2014,31,027,601.2,601.2,Parepare,Sulawesi Selatan
Tembotrione,2014,31,029,,450.8,Pangkep,Sulawesi Selatan
Tembotrione,2014,31,031,,59.7,Luwu Timur,Sulawesi Selatan
Tembotrione,2014,31,039,535.5,535.5,Jeneponto,Sulawesi Selatan
Tembotrione,2014,31,043,181.3,181.3,Palopo,Sulawesi Selatan
Tembotrione,2014,31,047,,666.1,Maros,Sulawesi Selatan
Tembotrione,2014,31,049,,121.8,Gowa,Sulawesi Selatan
Tembotrione,2014,31,069,,129.8,Luwu,Sulawesi Selatan
Tembotrione,2014,31,145,,221.6,Tana Toraja,Sulawesi Selatan
Tembotrione,2014,31,177,345.0,345.0,Sinjai,Sulawesi Selatan
Tembotrione,2014,34,001,1.3,1.3,Mamasa,Sulawesi Barat
Tembotrione,2014,34,005,9.8,9.8,Pasangkayu,Sulawesi Barat
Tembotrione,2014,34,009,0.2,0.2,Majene,Sulawesi Barat
Tembotrione,2014,35,005,,24.9,Tual,Maluku
Tembotrione,2014,35,009,,158.5,Seram Bagian Barat,Maluku
Tembotrione,2014,35,013,,12.8,Maluku Utara,Maluku
Tembotrione,2014,35,015,,9.2,Maluku Tenggara,Maluku
Tembotrione,2014,35,017,,0.4,Seram Bagian Timur,Maluku
Tembotrione,2014,35,061,,16.0,Maluku Tengah,Maluku
Tembotrione,2014,36,001,4.0,4.0,Morotai,Maluku Utara
Tembotrione,2014,36,003,0.7,18.9,Halmahera Timur,Maluku Utara
Tembotrione,2014,36,007,,6.6,Tidore,Maluku Utara
Tembotrione,2014,36,013,1.9,36.7,Halmahera Barat,Maluku Utara
Tembotrione,2014,36,017,10.5,10.5,Ternate,Maluku Utara
Tembotrione,2014,36,021,,11.2,Kepulauan Sula,Maluku Utara
Tembotrione,2014,36,027,,7.9,Halmahera Selatan,Maluku Utara
Tembotrione,2014,36,049,,16.4,Halmahera Tengah,Maluku Utara
Tembotrione,2014,37,001,,10.1,Asmat,Papua
Tembotrione,2014,37,005,,13.3,Pegunungan Bintang,Papua
Tembotrione,2014,37,007,118.9,118.9,Jayapura,Papua
Tembotrione,2014,37,011,,0.3,Sarmi,Papua
Tembotrione,2014,37,015,,40.4,Yahukimo,Papua
Tembotrione,2014,37,017,24.8,24.8,Paniai,Papua
Tembotrione,2014,37,021,,22.2,Mimika,Papua
Tembotrione,2014,37,023,,14.3,Merauke,Papua
Tembotrione,2014,37,025,62.5,62.5,Waropen,Papua
Tembotrione,2014,37,027,,5.0,Keerom,Papua
Tembotrione,2014,37,041,,21.9,Nabire,Papua
Tembotrione,2014,37,045,46.7,46.7,Tolikara,Papua
Tembotrione,2014,37,049,,17.1,Supiori,Papua
Tembotrione,2014,37,061,43.6,43.6,Puncak Jaya,Papua
Tembotrione,2014,37,071,9.8,9.8,Biak Numfor,Papua
Tembotrione,2014,38,001,,27.2,Teluk Bintuni,Papua Barat
Tembotrione,2014,38,005,,387.0,Fakfak,Papua Barat
Tembotrione,2014,38,007,,2.4,Manokwari,Papua Barat
Tembotrione,2014,38,009,,121.9,Teluk Wondama,Papua Barat
Tembotrione,2014,38,015,80.2,80.2,Raja Ampat,Papua Barat
Tembotrione,2014,38,031,466.0,466.0,Sorong,Papua Barat
Tembotrione,2014,38,035,,604.0,Tambrauw,Papua Barat
Tembotrione,2014,39,003,36.6,41.6,Boven Digoel,Papua Selatan
Tembotrione,2014,39,025,17.2,18.1,Mappi,Papua Selatan
Tembotrione,2014,41,001,,0.0,Jayawijaya,Papua Pegunungan
Tembotrione,2014,41,005,14.6,14.6,Nduga,Papua Pegunungan
Tembotrione,2014,41,011,0.0,0.0,Lanny Jaya,Papua Pegunungan
Tembotrione,2014,41,029,1.5,1.5,Mamberamo Raya,Papua Pegunungan
Terbacil,2014,01,005,0.8,0.8,Aceh Besar,Aceh
Terbacil,2014,01,007,0.2,0.2,Bireuen,Aceh
Terbacil,2014,01,015,,0.2,Aceh Barat Daya,Aceh
Terbacil,2014,01,017,0.3,0.3,Aceh Selatan,Aceh
Terbacil,2014,01,019,,0.7,Aceh Tamiang,Aceh
Terbacil,2014,01,021,15.3,15.3,Lhokseumawe,Aceh
Terbacil,2014,01,041,0.3,0.3,Aceh Jaya,Aceh
Terbacil,2014,01,055,,3.4,Nagan Raya,Aceh
Terbacil,2014,01,067,0.6,0.6,Pidie,Aceh
Terbacil,2014,09,001,1.7,1.7,Kaur,Bengkulu
Terbacil,2014,09,003,6.7,6.7,Bengkulu Tengah,Bengkulu
Terbacil,2014,09,007,1.0,1.0,Mukomuko,Bengkulu
Terbacil,2014,09,011,0.4,0.4,Kepahiang,Bengkulu
Terbacil,2014,10,001,,3.6,Way Kanan,Lampung
Terbacil,2014,10,003,0.4,0.4,Lampung Timur,Lampung
Terbacil,2014,10,005,,201.5,Bandar Lampung,Lampung
Terbacil,2014,12,003,,1.3,Bangka Selatan,Kepulauan Bangka Belitung
Terbacil,2014,12,005,,0.3,Bangka Barat,Kepulauan Bangka Belitung
Terbacil,2014,13,001,12.4,12.4,Natuna,Kepulauan Riau
Terbacil,2014,13,003,1.1,1.1,Kepulauan Anambas,Kepulauan Riau
Terbacil,2014,13,011,0.0,0.0,Lingga,Kepulauan Riau
Terbacil,2014,13,021,,0.9,Karimun,Kepulauan Riau
Terbacil,2014,13,027,19.9,19.9,Bintan,Kepulauan Riau
Terbacil,2014,13,037,,12.0,Batam,Kepulauan Riau
Terbacil,2014,16,001,,120.6,Karawang,Jawa Barat
Terbacil,2014,16,003,,29.9,Cimahi,Jawa Barat
Terbacil,2014,16,005,,468.3,Tasikmalaya,Jawa Barat
Terbacil,2014,16,007,,816.5,Bandung,Jawa Barat
Terbacil,2014,16,011,,1608.9,Garut,Jawa Barat
Terbacil,2014,16,015,,6.1,Bogor,Jawa Barat
Terbacil,2014,16,017,,25.6,Pangandaran,Jawa Barat
Terbacil,2014,16,019,,1008.6,Kuningan,Jawa Barat
Terbacil,2014,16,023,,876.5,Cirebon,Jawa Barat
Terbacil,2014,16,027,,188.9,Majalengka,Jawa Barat
Terbacil,2014,16,037,,432.2,Bekasi,Jawa Barat
Terbacil,2014,16,055,,132.5,Sukabumi,Jawa Barat
Terbacil,2014,18,001,0.1,0.1,Yogyakarta,DI Yogyakarta
Terbacil,2014,21,001,0.0,0.0,Tabanan,Bali
Terbacil,2014,21,003,0.0,0.0,Gianyar,Bali
Terbacil,2014,21,009,0.0,0.0,Bangli,Bali
Terbacil,2014,21,013,0.0,0.0,Badung,Bali
Terbacil,2014,21,015,0.0,0.0,Denpasar,Bali
Terbacil,2014,21,017,0.0,0.0,Buleleng,Bali
Terbacil,2014,21,023,0.0,0.0,Klungkung,Bali
Terbacil,2014,23,001,1.0,0.9,Rote Ndao,Nusa Tenggara Timur
Terbacil,2014,23,005,0.8,0.8,Manggarai,Nusa Tenggara Timur
Terbacil,2014,23,007,0.6,0.6,Kupang,Nusa Tenggara Timur
Terbacil,2014,23,009,1.2,1.1,Manggarai Barat,Nusa Tenggara Timur
Terbacil,2014,23,011,1.6,1.5,Timor Tengah Selatan,Nusa Tenggara Timur
Terbacil,2014,23,013,1.0,1.0,Belu,Nusa Tenggara Timur
Terbacil,2014,23,017,1.6,1.5,Timor Tengah Utara,Nusa Tenggara Timur
Terbacil,2014,23,019,3.1,2.9,Sikka,Nusa Tenggara Timur
Terbacil,2014,23,021,1.3,1.3,Flores Timur,Nusa Tenggara Timur
Terbacil,2014,24,001,0.1,0.1,Ketapang,Kalimantan Barat
Terbacil,2014,24,003,,1.6,Landak,Kalimantan Barat
Terbacil,2014,24,005,0.6,0.6,Sanggau,Kalimantan Barat
Terbacil,2014,24,009,,1.5,Kubu Raya,Kalimantan Barat
Terbacil,2014,24,013,0.7,0.7,Sambas,Kalimantan Barat
Terbacil,2014,24,015,0.3,0.4,Melawi,Kalimantan Barat
Terbacil,2014,24,019,,69.4,Pontianak,Kalimantan Barat
Terbacil,2014,24,023,0.1,0.1,Sintang,Kalimantan Barat
Terbacil,2014,24,029,0.1,0.2,Mempawah,Kalimantan Barat
Terbacil,2014,24,031,0.3,0.3,Singkawang,Kalimantan Barat
Terbacil,2014,24,039,,2.4,Kapuas Hulu,Kalimantan Barat
